,, - MARKET VALUE, - DIVIDEND YIELD, - PER, - PRICE INDEX, - 12M FWD DIVIDEND YIELD (%), - 12 MONTH FORWARD EARN. YIELD, - CURRENT EV / 12M FWD EBIT, - CURRENT EV / 12M FWD EBITDA, - CURRENT EV / 12M FWD SALES,#ERROR, - 12M FWD NET DEBT / EBITDA, - 12M FWD NET DEBT / EV, - 12M FWD PE vs MARKET, - 12M FWD PE vs SECTOR, - 12M FWD PRICE/BOOK, - ADJUSTMENTFACTOR, - ADJUST COEFFICIENT, - DIV PAY DATE, - EX-DIVID DATE, - DIV.PER SHR., - DIV RATE UNADJUST, - DIVIDEND TAX IND, - DIVIDEND TYPE, - DIV RATE UNADJUST, - EARNINGS PER SHR,#ERROR, - HISTORICAL VOLATILITY 5 YEARS, - MARKET VAL BY CO.,#ERROR, - ASK PRICE, - BID PRICE, - PRICE HIGH, - PRICE LOW,#ERROR, - OPENING PRICE, - RETURN IND AS PAID, - TOT RETURN IND, - TURNOVER BY VALUE, - TURNOVER BY VOLUME, - UNADJ. PRICE OPEN, - UNADJUSTED PRICE, - UNADJ. ASK PRICE, - UNADJ. BID PRICE, - UNADJ. PRICE HIGH, - UNADJ. PRICE LOW, - UNADJ. VOLUME, - VOL WGHTD AV PRICE, - BK VAL PS 12M FWD, - EV 12M FWD, - NET INCOME 12M FWD, - PRETAX PRF 12M FWD, - ROE 12M FWD, - SALES 12M FWD, -  - TURNOVER BY VOLUME,#ERROR,#ERROR, - PRICE/EBG2 RATIO, - PRICE/EBG1 RATIO, - P/CSH FLOW RATIO, - PRICE TO BOOK VAL, - , -  (#S), -  (#T), - NUMBER OF SHARES, -  - MARKET VALUE, - PRICE INDEX, - FREE FLOAT NOSH,#ERROR, - TOTAL INTANGIBLE OT ASSETS-NET, - TOTAL INVENTORIES, - CURRENT ASSETS - TOTAL, - TOTAL INVENTORIES, - CASH & SHORT TERM INVESTMENTS, CORP - RECEIVABLES(NET),#ERROR, CORP - SHORT TERM DEBT & CURRENT PORT, CORP - CURRENT LIABILITIES-TOTAL, CORP - WORKING CAPITAL, CORP - LONG TERM DEBT, CORP - TOTAL DEBT, CORP - DEFERRED TAXES,#ERROR, CORP - COMMON STOCK, CORP - PREFERRED STOCK, CORP - TOTAL CAPITAL, CORP - FUNDS FROM OPERATIONS, CORP - NET CASH FLOW-OPERATING ACTIVS, CORP - AMORTIZATION-INTANGIBLE ASSETS,#ERROR, CORP - COMMON DIVIDENDS (CASH), CORP - CASH DIVIDENDS PAID - TOTAL, CORP - NET PROCEEDS FROM SALE/ISSUE C, CORP - NET CASH FLOW - FINANCING, CORP - INCREASE/DECREASE IN CASH/SHOR, CORP - NET SALES OR REVENUES,#ERROR," CORP - SELLING, GENERAL & ADMINISTRAT", CORP - DEPRECIATION/DEPLETION/AMORT, CORP - AMORTIZATION OF INTANGIBLES, CORP - AMORTIZATION OF DEFERRED CHARG, CORP - OPERATING INCOME, CORP - INTEREST EXPENSE ON DEBT,#ERROR, CORP - RESEARCH & DEVELOPMENT, CORP - SALARIES & BENEFITS EXPENSES, CORP - EXTRAORDINARY CREDIT - PRETAX, CORP - EXTRAORDINARY CHARGE - PRETAX, CORP - PRETAX INCOME, CORP - INCOME TAXES,#ERROR, CORP - NET INC BEFORE EXTRA/PFD DIVS, CORP - PREFERRED DIVIDEND REQUIREMENT, CORP - DIVIDENDS PROVIDED/PAID-COMMON, CORP - EARNINGS BEF INTEREST & TAXES, CORP - EBIT & DEPRECIATION, CORP - NET INCOME - BASIC,#ERROR, CORP - EMPLOYEES, CORP - FY1 EPS MEAN EST, CORP - FY2 EPS MEAN EST
21 ,33.84,33800.88,0.97,50.2,309,3.755,9.308,18.177,5.333,1.425,,-0.396,NA,0.76,0.79,0.545,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,1.04,,0.4575,33800.88,,52.53,52.36,53.72,52.36,,53.72,342.78,342.78,491813,9269.3,15.8,15.4,15.45,15.4,15.8,15.4,31517,NA,96.09,9608922,2565777,2787753,7.06,24863250,1000,,,NA,NA,4.61,1.07,1,52.36,52.36,2194862,1000000,8054.05,100,,2458287,5207918,21127982,5207918,8706614,6499385,,2125167,10032288,11095694,8112025,10237192,-1643483,,22017084,0,39983061,7330770,6146870,371859,,0,0,0,-2732895,-1348612,27313823,,2598593,3188815,0,371859,4886103,249952,,381529,4261937,89370,156212,4916733,740632,,4147537,0,549694,5148668,8337483,4147537,,10419,9.31,6.07
22 ,33.18,33142.43,0.99,49.2,303,3.755,9.308,17.839,5.234,1.398,,-0.396,NA,0.76,0.79,0.534,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,1.04,,0.4575,33142.43,,51.68,51.34,53.55,51.34,,53.38,336.1,336.1,519706,9891.6,15.7,15.1,15.2,15.1,15.75,15.1,33633,NA,96.09,9608922,2565777,2787753,7.06,24863250,1000,,,NA,NA,4.52,1.05,1,51.34,51.34,2194862,1000000,8004.25,100,,2458287,5207918,21127982,5207918,8706614,6499385,,2125167,10032288,11095694,8112025,10237192,-1643483,,22017084,0,39983061,7330770,6146870,371859,,0,0,0,-2732895,-1348612,27313823,,2598593,3188815,0,371859,4886103,249952,,381529,4261937,89370,156212,4916733,740632,,4147537,0,549694,5148668,8337483,4147537,,10419,9.31,6.07
23 ,33.73,33691.13,0.97,15.7,308,3.755,9.308,18.121,5.317,1.42,,-0.396,NA,0.76,0.79,0.543,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,3.32,,0.4576,33691.13,,52.19,52.02,52.19,51,,51.34,341.66,341.66,320758,6213.3,15.1,15.35,15.35,15.3,15.35,15,21126,NA,96.09,9608922,2565777,2787753,7.06,24863250,1000,,,NA,NA,4.6,1.06,1,52.19,52.19,2194861,1000000,7952.17,100,,2458287,5207918,21127982,5207918,8706614,6499385,,2125167,10032288,11095694,8112025,10237192,-1643483,,22017084,0,39983061,7330770,6146870,371859,,0,0,0,-2732895,-1348612,27313823,,2598593,3188815,0,371859,4886103,249952,,381529,4261937,89370,156212,4916733,740632,,4147537,0,549694,5148668,8337483,4147537,,10419,9.31,6.07
24 ,33.51,33471.64,0.98,15.6,306,3.755,9.308,18.008,5.284,1.411,,-0.396,NA,0.76,0.79,0.54,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,3.32,,0.4575,33471.64,,52.02,51.85,53.04,51.34,,52.7,339.44,339.44,333805,6390,15.5,15.25,15.3,15.25,15.6,15.1,21727,NA,96.09,9608922,2565777,2787753,7.06,24863250,1000,,,NA,NA,4.57,1.06,1,51.85,51.85,2194861,1000000,7930.77,100,,2458287,5207918,21127982,5207918,8706614,6499385,,2125167,10032288,11095694,8112025,10237192,-1643483,,22017084,0,39983061,7330770,6146870,371859,,0,0,0,-2732895,-1348612,27313823,,2598593,3188815,0,371859,4886103,249952,,381529,4261937,89370,156212,4916733,740632,,4147537,0,549694,5148668,8337483,4147537,,10419,9.31,6.07
25 ,32.96,32922.93,1,15.4,301,3.755,9.308,17.727,5.201,1.389,,-0.396,NA,0.76,0.79,0.531,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,3.32,,0.4575,32922.93,,51.17,51,51.85,50.66,,51,333.87,333.87,412065,8054.4,15,15,15.05,15,15.25,14.9,27386,NA,96.09,9608922,2565777,2787753,7.06,24863250,1000,,,NA,NA,4.49,1.04,1,51,51,2194861,1000000,7696.9,100,,2458287,5207918,21127982,5207918,8706614,6499385,,2125167,10032288,11095694,8112025,10237192,-1643483,,22017084,0,39983061,7330770,6146870,371859,,0,0,0,-2732895,-1348612,27313823,,2598593,3188815,0,371859,4886103,249952,,381529,4261937,89370,156212,4916733,740632,,4147537,0,549694,5148668,8337483,4147537,,10419,9.31,6.07
26 ,32.19,32154.72,1.02,15,293.9,3.755,9.308,17.332,5.085,1.358,,-0.396,NA,0.76,0.79,0.518,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,3.32,,0.4577,32154.72,,49.81,49.64,51.85,49.81,,51,326.08,326.08,388929,7645.6,15,14.65,14.65,14.6,15.25,14.65,25996,NA,96.09,9608922,2565777,2787753,7.06,24863250,1000,,,NA,NA,4.39,1.01,1,49.81,49.81,2194861,1000000,7579.48,100,,2458287,5207918,21127982,5207918,8706614,6499385,,2125167,10032288,11095694,8112025,10237192,-1643483,,22017084,0,39983061,7330770,6146870,371859,,0,0,0,-2732895,-1348612,27313823,,2598593,3188815,0,371859,4886103,249952,,381529,4261937,89370,156212,4916733,740632,,4147537,0,549694,5148668,8337483,4147537,,10419,9.31,6.07
27 ,31.53,31496.27,1.04,14.7,287.9,3.755,9.308,16.995,4.986,1.332,,-0.396,NA,0.76,0.79,0.508,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,3.32,,0.4577,31496.27,,48.96,48.79,48.96,46.41,,47.94,319.41,319.41,664018,13908.3,14.1,14.35,14.4,14.35,14.4,13.65,47290,NA,96.09,9608922,2565777,2787753,7.06,24863250,1000,,,NA,NA,4.3,0.99,1,48.79,48.79,2194861,1000000,7567.1,100,,2458287,5207918,21127982,5207918,8706614,6499385,,2125167,10032288,11095694,8112025,10237192,-1643483,,22017084,0,39983061,7330770,6146870,371859,,0,0,0,-2732895,-1348612,27313823,,2598593,3188815,0,371859,4886103,249952,,381529,4261937,89370,156212,4916733,740632,,4147537,0,549694,5148668,8337483,4147537,,10419,9.31,6.07
28 ,33.62,33581.38,0.98,15.7,307,3.755,9.308,18.065,5.3,1.416,,-0.396,NA,0.76,0.79,0.541,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,3.32,,0.4579,33581.38,,52.02,51.85,52.19,48.79,,49.3,340.55,340.55,685660,13457.7,14.5,15.3,15.3,15.25,15.35,14.35,45758,NA,96.09,9608922,2565777,2787753,7.06,24863250,1000,,,NA,NA,4.58,1.06,1,52.02,52.02,2194861,1000000,7664.73,100,,2458287,5207918,21127982,5207918,8706614,6499385,,2125167,10032288,11095694,8112025,10237192,-1643483,,22017084,0,39983061,7330770,6146870,371859,,0,0,0,-2732895,-1348612,27313823,,2598593,3188815,0,371859,4886103,249952,,381529,4261937,89370,156212,4916733,740632,,4147537,0,549694,5148668,8337483,4147537,,10419,9.31,6.07
29 ,32.96,32922.93,1,15.4,301,3.755,9.308,17.727,5.201,1.389,,-0.396,NA,0.76,0.79,0.531,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,3.32,,0.4581,32922.93,,51.17,51,52.19,51,,52.19,333.87,333.87,459987,8919.6,15.35,15,15.05,15,15.35,15,30328,NA,96.09,9608922,2565777,2787753,7.06,24863250,1000,,,NA,NA,4.49,1.04,1,51,51,2194861,1000000,7608.44,100,,2458287,5207918,21127982,5207918,8706614,6499385,,2125167,10032288,11095694,8112025,10237192,-1643483,,22017084,0,39983061,7330770,6146870,371859,,0,0,0,-2732895,-1348612,27313823,,2598593,3188815,0,371859,4886103,249952,,381529,4261937,89370,156212,4916733,740632,,4147537,0,549694,5148668,8337483,4147537,,10419,9.31,6.07
30 ,33.18,33142.41,0.99,15.5,303,3.755,9.308,17.839,5.234,1.398,,-0.396,NA,0.76,0.79,0.534,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,3.32,,0.4584,33142.41,,51.51,51.34,53.21,51.17,,51.17,336.1,336.1,621519,11883.9,15.05,15.1,15.15,15.1,15.65,15.05,40407,52.3,96.09,9608922,2565777,2787753,7.06,24863250,1000,,,NA,NA,4.52,1.05,1,51.34,51.34,2194861,1000000,7602.7,100,,2458287,5207918,21127982,5207918,8706614,6499385,,2125167,10032288,11095694,8112025,10237192,-1643483,,22017084,0,39983061,7330770,6146870,371859,,0,0,0,-2732895,-1348612,27313823,,2598593,3188815,0,371859,4886103,249952,,381529,4261937,89370,156212,4916733,740632,,4147537,0,549694,5148668,8337483,4147537,,10419,9.31,6.07
31 ,33.62,33581.38,0.98,15.7,307,3.755,9.308,18.065,5.3,1.416,,-0.396,NA,0.76,0.79,0.541,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,3.32,,0.4583,33581.38,,52.02,51.85,52.7,51.51,,52.19,340.55,340.55,352139,6764.1,15.35,15.3,15.3,15.25,15.5,15.15,22999,52.06,96.09,9608922,2565777,2787753,7.06,24863250,1000,,,NA,NA,4.58,1.06,1,52.02,52.02,2194861,1000000,7770.57,100,,2458287,5207918,21127982,5207918,8706614,6499385,,2125167,10032288,11095694,8112025,10237192,-1643483,,22017084,0,39983061,7330770,6146870,371859,,0,0,0,-2732895,-1348612,27313823,,2598593,3188815,0,371859,4886103,249952,,381529,4261937,89370,156212,4916733,740632,,4147537,0,549694,5148668,8337483,4147537,,10419,9.31,6.07
32 ,33.84,33800.87,0.97,15.8,309,3.755,9.308,18.177,5.333,1.425,,-0.396,NA,0.76,0.79,0.545,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,3.32,,0.4582,33800.87,,52.36,52.19,52.53,51.85,,52.02,342.78,342.78,271072,5191.3,15.3,15.4,15.4,15.35,15.45,15.25,17651,52.21,96.09,9608922,2565777,2787753,7.06,24863250,1000,,,NA,NA,4.61,1.07,1,52.36,52.36,2194861,1000000,7772.13,100,,2458287,5207918,21127982,5207918,8706614,6499385,,2125167,10032288,11095694,8112025,10237192,-1643483,,22017084,0,39983061,7330770,6146870,371859,,0,0,0,-2732895,-1348612,27313823,,2598593,3188815,0,371859,4886103,249952,,381529,4261937,89370,156212,4916733,740632,,4147537,0,549694,5148668,8337483,4147537,,10419,9.31,6.07
33 ,32.52,32483.95,1.01,15.2,297,3.755,9.308,17.501,5.135,1.372,,-0.396,NA,0.76,0.79,0.524,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,3.32,,0.4581,32483.95,,50.49,50.32,52.02,50.32,,51.68,329.42,329.42,280301,5492.1,15.2,14.8,14.85,14.8,15.3,14.8,18674,51.04,96.09,9608922,2565777,2787753,7.06,24863250,1000,,,NA,NA,4.43,1.03,1,50.32,50.32,2194861,1000000,7598.72,100,,2458287,5207918,21127982,5207918,8706614,6499385,,2125167,10032288,11095694,8112025,10237192,-1643483,,22017084,0,39983061,7330770,6146870,371859,,0,0,0,-2732895,-1348612,27313823,,2598593,3188815,0,371859,4886103,249952,,381529,4261937,89370,156212,4916733,740632,,4147537,0,549694,5148668,8337483,4147537,,10419,9.31,6.07
34 ,31.97,31935.23,1.03,14.9,291.9,3.755,9.308,17.22,5.052,1.349,,-0.396,NA,0.76,0.79,0.515,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,3.32,,0.4581,31935.23,,49.64,49.47,51,49.47,,51,323.86,323.86,298571,5978.3,15,14.55,14.6,14.55,15,14.55,20327,49.94,96.09,9608922,2565777,2787753,7.06,24863250,1000,,,NA,NA,4.36,1.01,1,49.47,49.47,2194861,1000000,7585.3,100,,2458287,5207918,21127982,5207918,8706614,6499385,,2125167,10032288,11095694,8112025,10237192,-1643483,,22017084,0,39983061,7330770,6146870,371859,,0,0,0,-2732895,-1348612,27313823,,2598593,3188815,0,371859,4886103,249952,,381529,4261937,89370,156212,4916733,740632,,4147537,0,549694,5148668,8337483,4147537,,10419,9.31,6.07
35 ,31.21,31167.04,1.05,14.5,284.9,3.755,9.308,16.826,4.937,1.319,,-0.396,NA,0.76,0.79,0.502,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,3.32,,0.4581,31167.04,,48.45,48.28,49.13,47.6,,49.13,316.07,316.07,461748,9569,14.45,14.2,14.25,14.2,14.45,14,32536,48.25,96.09,9608922,2565777,2787753,7.06,24863250,1000,,,NA,NA,4.25,0.98,1,48.28,48.28,2194861,1000000,7559.16,100,,2458287,5207918,21127982,5207918,8706614,6499385,,2125167,10032288,11095694,8112025,10237192,-1643483,,22017084,0,39983061,7330770,6146870,371859,,0,0,0,-2732895,-1348612,27313823,,2598593,3188815,0,371859,4886103,249952,,381529,4261937,89370,156212,4916733,740632,,4147537,0,549694,5148668,8337483,4147537,,10419,9.31,6.07
36 ,30,29959.86,1.1,14,273.9,5.286,12.022,6.703,3.991,1.098,,-0.326,NA,0.65,0.66,0.436,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,3.32,,0.4581,29959.86,,46.58,46.41,48.62,46.41,,48.28,303.83,303.83,240758,5062.1,14.2,13.65,13.7,13.65,14.3,13.65,17212,47.57,106.36,9608922,3722198,3822147,11.81,28757970,1000,,,NA,NA,4.09,0.95,1,46.41,46.41,2194861,1000000,7424.43,100,,2458287,5207918,21127982,5207918,8706614,6499385,,2125167,10032288,11095694,8112025,10237192,-1643483,,22017084,0,39983061,7330770,6146870,371859,,0,0,0,-2732895,-1348612,27313823,,2598593,3188815,0,371859,4886103,249952,,381529,4261937,89370,156212,4916733,740632,,4147537,0,549694,5148668,8337483,4147537,,10419,12.42,12.19
37 ,28.9,28862.43,1.14,13.5,263.8,5.286,12.022,6.47,3.853,1.06,,-0.326,NA,0.65,0.66,0.42,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,3.32,,0.4582,28862.43,,44.88,44.71,45.56,43.69,,44.88,292.7,292.7,406459,9125.2,13.2,13.15,13.2,13.15,13.4,12.85,31027,44.54,106.36,9608922,3722198,3822147,11.81,28757970,1000,,,NA,NA,3.94,0.91,1,44.71,44.71,2194861,1000000,7237.71,100,,2458287,5207918,21127982,5207918,8706614,6499385,,2125167,10032288,11095694,8112025,10237192,-1643483,,22017084,0,39983061,7330770,6146870,371859,,0,0,0,-2732895,-1348612,27313823,,2598593,3188815,0,371859,4886103,249952,,381529,4261937,89370,156212,4916733,740632,,4147537,0,549694,5148668,8337483,4147537,,10419,12.42,12.19
38 ,29.89,29850.12,1.1,13.9,272.9,5.286,12.022,6.68,3.977,1.094,,-0.326,NA,0.65,0.66,0.435,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,3.32,,0.4583,29850.12,,46.24,46.07,46.75,45.39,,45.39,302.71,302.71,208172,4532.2,13.35,13.6,13.6,13.55,13.75,13.35,15410,45.93,106.36,9608922,3722198,3822147,11.81,28757970,1000,,,NA,NA,4.08,0.94,1,46.24,46.24,2194861,1000000,7322.73,100,,2458287,5207918,21127982,5207918,8706614,6499385,,2125167,10032288,11095694,8112025,10237192,-1643483,,22017084,0,39983061,7330770,6146870,371859,,0,0,0,-2732895,-1348612,27313823,,2598593,3188815,0,371859,4886103,249952,,381529,4261937,89370,156212,4916733,740632,,4147537,0,549694,5148668,8337483,4147537,,10419,12.42,12.19
39 ,27.91,27874.74,1.18,13,254.8,5.286,12.022,6.26,3.728,1.026,,-0.326,NA,0.65,0.66,0.406,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,3.32,,0.4583,27874.74,,43.35,43.18,45.56,43.01,,45.56,282.68,282.68,431382,9787.8,13.4,12.7,12.75,12.7,13.4,12.65,33280,44.08,106.36,9608922,3722198,3822147,11.81,28757970,1000,,,NA,NA,3.81,0.88,1,43.18,43.18,2194861,1000000,7086.37,100,,2458287,5207918,21127982,5207918,8706614,6499385,,2125167,10032288,11095694,8112025,10237192,-1643483,,22017084,0,39983061,7330770,6146870,371859,,0,0,0,-2732895,-1348612,27313823,,2598593,3188815,0,371859,4886103,249952,,381529,4261937,89370,156212,4916733,740632,,4147537,0,549694,5148668,8337483,4147537,,10419,12.42,12.19
40 ,29.78,29740.38,1.1,13.9,271.9,5.286,12.022,6.656,3.963,1.09,,-0.326,NA,0.65,0.66,0.433,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,3.32,,0.4582,29740.38,,NA,46.07,46.07,44.03,,44.2,301.6,301.6,319205,7098.8,13,13.55,NA,13.55,13.55,12.95,24137,44.96,106.36,9608922,3722198,3822147,11.81,28757970,1000,,,NA,NA,4.06,0.94,1,46.07,46.07,2194861,1000000,7167.35,100,,2458287,5207918,21127982,5207918,8706614,6499385,,2125167,10032288,11095694,8112025,10237192,-1643483,,22017084,0,39983061,7330770,6146870,371859,,0,0,0,-2732895,-1348612,27313823,,2598593,3188815,0,371859,4886103,249952,,381529,4261937,89370,156212,4916733,740632,,4147537,0,549694,5148668,8337483,4147537,,10419,12.42,12.19
41 ,30.55,30508.58,1.08,14.2,278.9,5.286,12.022,6.819,4.061,1.117,,-0.326,NA,0.65,0.66,0.444,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,3.32,,0.458,30508.58,,47.26,47.09,48.62,44.71,,45.9,309.39,309.39,597137,12884.5,13.5,13.9,13.9,13.85,14.3,13.15,43809,46.34,106.36,9608922,3722198,3822147,11.81,28757970,1000,,,NA,NA,4.17,0.96,1,47.26,47.26,2194861,1000000,7243.16,100,,2458287,5207918,21127982,5207918,8706614,6499385,,2125167,10032288,11095694,8112025,10237192,-1643483,,22017084,0,39983061,7330770,6146870,371859,,0,0,0,-2732895,-1348612,27313823,,2598593,3188815,0,371859,4886103,249952,,381529,4261937,89370,156212,4916733,740632,,4147537,0,549694,5148668,8337483,4147537,,10419,12.42,12.19
42 ,30.55,30508.58,1.08,14.2,278.9,5.286,12.022,6.819,4.061,1.117,,-0.326,NA,0.65,0.66,0.444,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,3.32,,0.4578,30508.58,,47.26,47.09,48.62,46.92,,47.94,309.39,309.39,342945,7160,14.1,13.9,13.9,13.85,14.3,13.8,24345,47.9,106.36,9608922,3722198,3822147,11.81,28757970,1000,,,NA,NA,4.17,0.96,1,47.26,47.26,2194861,1000000,7295.32,100,,2458287,5207918,21127982,5207918,8706614,6499385,,2125167,10032288,11095694,8112025,10237192,-1643483,,22017084,0,39983061,7330770,6146870,371859,,0,0,0,-2732895,-1348612,27313823,,2598593,3188815,0,371859,4886103,249952,,381529,4261937,89370,156212,4916733,740632,,4147537,0,549694,5148668,8337483,4147537,,10419,12.42,12.19
43 ,31.1,31057.29,1.06,14.5,283.9,5.286,12.022,6.936,4.13,1.136,,-0.326,NA,0.65,0.66,0.452,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,3.32,,0.4575,31057.29,,48.11,47.94,48.28,46.58,,47.26,314.95,314.95,175271,3670.4,13.9,14.15,14.15,14.1,14.2,13.7,12480,47.75,106.36,9608922,3722198,3822147,11.81,28757970,1000,,,NA,NA,4.24,0.98,1,48.11,48.11,2194861,1000000,7373.98,100,,2458287,5207918,21127982,5207918,8706614,6499385,,2125167,10032288,11095694,8112025,10237192,-1643483,,22017084,0,39983061,7330770,6146870,371859,,0,0,0,-2732895,-1348612,27313823,,2598593,3188815,0,371859,4886103,249952,,381529,4261937,89370,156212,4916733,740632,,4147537,0,549694,5148668,8337483,4147537,,10419,12.42,12.19
44 ,30.55,30508.58,1.08,14.2,278.9,5.286,12.022,6.819,4.061,1.117,,-0.326,NA,0.65,0.66,0.444,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,3.32,,0.4571,30508.58,,47.43,47.26,48.28,47.26,,47.6,309.39,309.39,115937,2434.3,14,13.9,13.95,13.9,14.2,13.9,8277,47.62,106.36,9608922,3722198,3822147,11.81,28757970,1000,,,NA,NA,4.17,0.96,1,47.26,47.26,2194861,1000000,7289.33,100,,2458287,5207918,21127982,5207918,8706614,6499385,,2125167,10032288,11095694,8112025,10237192,-1643483,,22017084,0,39983061,7330770,6146870,371859,,0,0,0,-2732895,-1348612,27313823,,2598593,3188815,0,371859,4886103,249952,,381529,4261937,89370,156212,4916733,740632,,4147537,0,549694,5148668,8337483,4147537,,10419,12.42,12.19
45 ,29.78,29740.38,1.1,13.9,271.9,5.286,12.022,6.656,3.963,1.09,,-0.326,NA,0.65,0.66,0.433,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,3.32,,0.4569,29740.38,,46.07,45.9,47.6,45.39,,46.75,301.6,301.6,198381,4271,13.75,13.55,13.55,13.5,14,13.35,14522,46.45,106.36,9608922,3722198,3822147,11.81,28757970,1000,,,NA,NA,4.06,0.94,1,46.07,46.07,2194861,1000000,7195.71,100,,2458287,5207918,21127982,5207918,8706614,6499385,,2125167,10032288,11095694,8112025,10237192,-1643483,,22017084,0,39983061,7330770,6146870,371859,,0,0,0,-2732895,-1348612,27313823,,2598593,3188815,0,371859,4886103,249952,,381529,4261937,89370,156212,4916733,740632,,4147537,0,549694,5148668,8337483,4147537,,10419,12.42,12.19
46 ,30.88,30837.8,1.06,14.4,281.9,5.286,12.022,6.889,4.102,1.129,,-0.326,NA,0.65,0.66,0.449,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,3.32,,0.4564,30837.8,,47.94,47.77,47.94,47.09,,47.26,312.73,312.73,237759,4995.7,13.9,14.05,14.1,14.05,14.1,13.85,16986,47.59,106.36,9608922,3722198,3822147,11.81,28757970,1000,,,NA,NA,4.21,0.97,1,47.77,47.77,2194861,1000000,7360.28,100,,2458287,5207918,21127982,5207918,8706614,6499385,,2125167,10032288,11095694,8112025,10237192,-1643483,,22017084,0,39983061,7330770,6146870,371859,,0,0,0,-2732895,-1348612,27313823,,2598593,3188815,0,371859,4886103,249952,,381529,4261937,89370,156212,4916733,740632,,4147537,0,549694,5148668,8337483,4147537,,10419,12.42,12.19
47 ,30.88,30837.8,1.06,14.4,281.9,5.286,12.022,6.889,4.102,1.129,,-0.326,NA,0.65,0.66,0.449,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,3.32,,0.456,30837.8,,47.94,47.77,48.28,47.77,,48.11,312.73,312.73,153974,3207.5,14.15,14.05,14.1,14.05,14.2,14.05,10906,48,106.36,9608922,3722198,3822147,11.81,28757970,1000,,,NA,NA,4.21,0.97,1,47.77,47.77,2194861,1000000,7344.59,100,,2458287,5207918,21127982,5207918,8706614,6499385,,2125167,10032288,11095694,8112025,10237192,-1643483,,22017084,0,39983061,7330770,6146870,371859,,0,0,0,-2732895,-1348612,27313823,,2598593,3188815,0,371859,4886103,249952,,381529,4261937,89370,156212,4916733,740632,,4147537,0,549694,5148668,8337483,4147537,,10419,12.42,12.19
48 ,30.11,30069.61,1.09,14,274.9,5.286,12.022,6.726,4.005,1.102,,-0.326,NA,0.65,0.66,0.438,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,3.32,,0.4556,30069.61,,46.58,46.41,46.58,45.56,,45.9,304.94,304.94,203693,4424.5,13.5,13.7,13.7,13.65,13.7,13.4,15044,46.03,106.36,9608922,3722198,3822147,11.81,28757970,1000,,,NA,NA,4.11,0.95,1,46.58,46.58,2194861,1000000,7157.83,100,,2458287,5207918,21127982,5207918,8706614,6499385,,2125167,10032288,11095694,8112025,10237192,-1643483,,22017084,0,39983061,7330770,6146870,371859,,0,0,0,-2732895,-1348612,27313823,,2598593,3188815,0,371859,4886103,249952,,381529,4261937,89370,156212,4916733,740632,,4147537,0,549694,5148668,8337483,4147537,,10419,12.42,12.19
49 ,30.99,30947.55,1.06,14.4,282.9,5.286,12.022,6.913,4.116,1.132,,-0.326,NA,0.65,0.66,0.451,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,3.32,,0.4554,30947.55,,48.11,47.94,48.62,47.26,,47.6,313.84,313.84,315960,6594.1,14,14.1,14.15,14.1,14.3,13.9,22421,47.92,106.36,9608922,3722198,3822147,11.81,28757970,1000,,,NA,NA,4.22,0.98,1,47.94,47.94,2194861,1000000,7151.99,100,,2458287,5207918,21127982,5207918,8706614,6499385,,2125167,10032288,11095694,8112025,10237192,-1643483,,22017084,0,39983061,7330770,6146870,371859,,0,0,0,-2732895,-1348612,27313823,,2598593,3188815,0,371859,4886103,249952,,381529,4261937,89370,156212,4916733,740632,,4147537,0,549694,5148668,8337483,4147537,,10419,12.42,12.19
