,, - MARKET VALUE, - DIVIDEND YIELD, - PER, - PRICE INDEX, - 12M FWD DIVIDEND YIELD (%), - 12 MONTH FORWARD EARN. YIELD, - CURRENT EV / 12M FWD EBIT, - CURRENT EV / 12M FWD EBITDA, - CURRENT EV / 12M FWD SALES, - 12M FWD FREE CASH FLOW YLD (%), - 12M FWD NET DEBT / EBITDA, - 12M FWD NET DEBT / EV, - 12M FWD PE vs MARKET, - 12M FWD PE vs SECTOR, - 12M FWD PRICE/BOOK, - ADJUSTMENTFACTOR, - ADJUST COEFFICIENT, - DIV PAY DATE, - EX-DIVID DATE, - DIV.PER SHR., - DIV RATE UNADJUST, - DIVIDEND TAX IND, - DIVIDEND TYPE, - DIV RATE UNADJUST, - EARNINGS PER SHR,#ERROR, - HISTORICAL VOLATILITY 5 YEARS, - MARKET VAL BY CO.,#ERROR, - ASK PRICE, - BID PRICE, - PRICE HIGH, - PRICE LOW,#ERROR, - OPENING PRICE, - RETURN IND AS PAID, - TOT RETURN IND, - TURNOVER BY VALUE, - TURNOVER BY VOLUME, - UNADJ. PRICE OPEN, - UNADJUSTED PRICE, - UNADJ. ASK PRICE, - UNADJ. BID PRICE, - UNADJ. PRICE HIGH, - UNADJ. PRICE LOW, - UNADJ. VOLUME, - VOL WGHTD AV PRICE, - BK VAL PS 12M FWD, - EV 12M FWD, - NET INCOME 12M FWD, - PRETAX PRF 12M FWD, - ROE 12M FWD, - SALES 12M FWD, -  - TURNOVER BY VOLUME,#ERROR,#ERROR, - PRICE/EBG2 RATIO, - PRICE/EBG1 RATIO, - P/CSH FLOW RATIO, - PRICE TO BOOK VAL, - , -  (#S), -  (#T), - NUMBER OF SHARES, -  - MARKET VALUE, - PRICE INDEX, - FREE FLOAT NOSH,#ERROR, - TOTAL INTANGIBLE OT ASSETS-NET, - TOTAL INVENTORIES, - CURRENT ASSETS - TOTAL, - TOTAL INVENTORIES, - CASH & SHORT TERM INVESTMENTS, CORP - RECEIVABLES(NET),#ERROR, CORP - SHORT TERM DEBT & CURRENT PORT, CORP - CURRENT LIABILITIES-TOTAL, CORP - WORKING CAPITAL, CORP - LONG TERM DEBT, CORP - TOTAL DEBT, CORP - DEFERRED TAXES,#ERROR, CORP - COMMON STOCK, CORP - PREFERRED STOCK, CORP - TOTAL CAPITAL, CORP - FUNDS FROM OPERATIONS, CORP - NET CASH FLOW-OPERATING ACTIVS, CORP - AMORTIZATION-INTANGIBLE ASSETS,#ERROR, CORP - COMMON DIVIDENDS (CASH), CORP - CASH DIVIDENDS PAID - TOTAL, CORP - NET PROCEEDS FROM SALE/ISSUE C, CORP - NET CASH FLOW - FINANCING, CORP - INCREASE/DECREASE IN CASH/SHOR, CORP - NET SALES OR REVENUES,#ERROR," CORP - SELLING, GENERAL & ADMINISTRAT", CORP - DEPRECIATION/DEPLETION/AMORT, CORP - AMORTIZATION OF INTANGIBLES, CORP - AMORTIZATION OF DEFERRED CHARG, CORP - OPERATING INCOME, CORP - INTEREST EXPENSE ON DEBT,#ERROR, CORP - RESEARCH & DEVELOPMENT, CORP - SALARIES & BENEFITS EXPENSES, CORP - EXTRAORDINARY CREDIT - PRETAX, CORP - EXTRAORDINARY CHARGE - PRETAX, CORP - PRETAX INCOME, CORP - INCOME TAXES,#ERROR, CORP - NET INC BEFORE EXTRA/PFD DIVS, CORP - PREFERRED DIVIDEND REQUIREMENT, CORP - DIVIDENDS PROVIDED/PAID-COMMON, CORP - EARNINGS BEF INTEREST & TAXES, CORP - EBIT & DEPRECIATION, CORP - NET INCOME - BASIC,#ERROR, CORP - EMPLOYEES, CORP - FY1 EPS MEAN EST, CORP - FY2 EPS MEAN EST
21 ,26.97,327041.8,0,NA,95.7,1.018,8.198,14.008,3.412,0.917,5.794,0.513,0.184,0.87,0.99,1.045,1,NA,NA,NA,0,NA,NA,NA,NA,0,,0.3954,327041.8,,37.1,37.05,37.3,36.4,,36.6,110.4,110.4,1413539,38301,36.6,37.05,37.1,37.05,37.3,36.4,38301,NA,35.45,353960400,25586660,26848220,8.58,473227500,1000,,,NA,NA,3.61,1.22,1,37.05,37.05,8827043,1000000,8054.05,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,2.78,3.22
22 ,26.64,323069.7,0,486.6,94.5,1.018,8.198,13.88,3.38,0.908,5.865,0.513,0.184,0.87,0.99,1.033,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3953,323069.7,,36.6,36.55,37.6,36.55,,37.55,109.06,109.06,2174841,58700,37.55,36.6,36.6,36.55,37.6,36.55,58700,NA,35.45,353960400,25586660,26848220,8.58,473227500,1000,,,NA,NA,3.56,1.2,1,36.6,36.6,8827043,1000000,8004.25,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,2.78,3.22
23 ,26.86,325717.8,0,490.6,95.3,1.018,8.198,13.965,3.401,0.914,5.818,0.513,0.184,0.87,0.99,1.041,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3953,325717.8,,36.95,36.9,37.75,36.55,,37.75,109.95,109.95,2888113,77933,37.75,36.9,36.95,36.9,37.75,36.55,77933,NA,35.45,353960400,25586660,26848220,8.58,473227500,1000,,,NA,NA,3.59,1.21,1,36.9,36.9,8827043,1000000,7952.17,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,2.78,3.22
24 ,26.61,322628.3,0,486,94.4,1.018,8.198,13.866,3.377,0.907,5.873,0.513,0.184,0.87,0.99,1.031,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3953,322628.3,,36.6,36.55,37.4,36.3,,37.1,108.91,108.91,1594073,43201,37.1,36.55,36.6,36.55,37.4,36.3,43201,NA,35.45,353960400,25586660,26848220,8.58,473227500,1000,,,NA,NA,3.56,1.2,1,36.55,36.55,8827043,1000000,7930.77,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,2.78,3.22
25 ,25.48,308946.5,0,465.4,90.4,1.018,8.198,13.424,3.269,0.879,6.133,0.513,0.184,0.87,0.99,0.987,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3953,308946.5,,35,34.95,35.85,34.8,,35.65,104.29,104.29,2555626,72525,35.65,35,35,34.95,35.85,34.8,72525,NA,35.45,353960400,25586660,26848220,8.58,473227500,1000,,,NA,NA,3.41,1.15,1,35,35,8827043,1000000,7696.9,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,2.78,3.22
26 ,24.39,295705.9,0,445.4,86.5,1.018,8.198,12.996,3.165,0.851,6.408,0.513,0.184,0.87,0.99,0.945,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3953,295705.9,,33.5,33.45,34.95,33.25,,34.6,99.82,99.82,2598194,76277,34.6,33.5,33.5,33.45,34.95,33.25,76277,NA,35.45,353960400,25586660,26848220,8.58,473227500,1000,,,NA,NA,3.26,1.1,1,33.5,33.5,8827043,1000000,7579.48,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,2.78,3.22
27 ,24.6,298353.9,0,449.4,87.3,1.018,8.198,13.082,3.186,0.856,6.351,0.513,0.184,0.87,0.99,0.954,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3953,298353.9,,33.8,33.75,33.8,32.1,,32.1,100.72,100.72,2554658,77453,32.1,33.8,33.8,33.75,33.8,32.1,77453,NA,35.45,353960400,25586660,26848220,8.58,473227500,1000,,,NA,NA,3.29,1.11,1,33.8,33.8,8827043,1000000,7567.1,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,2.78,3.22
28 ,25,303208.8,0,456.7,88.7,1.018,8.198,13.239,3.224,0.866,6.249,0.513,0.184,0.87,0.99,0.969,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3952,303208.8,,34.35,34.3,34.4,33.8,,34.4,102.36,102.36,1096185,32086,34.4,34.35,34.35,34.3,34.4,33.8,32086,NA,35.45,353960400,25586660,26848220,8.58,473227500,1000,,,NA,NA,3.35,1.13,1,34.35,34.35,8827043,1000000,7664.73,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,2.78,3.22
29 ,24.24,293940.4,0,442.8,86,1.018,8.198,12.939,3.151,0.847,6.446,0.513,0.184,0.87,0.99,0.939,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3952,293940.4,,33.3,33.25,34.65,33.3,,34.55,99.23,99.23,1651128,48773,34.55,33.3,33.3,33.25,34.65,33.3,48773,NA,35.45,353960400,25586660,26848220,8.58,473227500,1000,,,NA,NA,3.24,1.1,1,33.3,33.3,8827043,1000000,7608.44,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,2.78,3.22
30 ,23.95,290409.6,0,437.4,85,1.018,8.198,12.825,3.123,0.839,6.525,0.513,0.184,0.87,0.99,0.928,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3952,290409.6,,32.9,32.85,33.6,32.7,,33.3,98.04,98.04,1661617,50407,33.3,32.9,32.9,32.85,33.6,32.7,50407,32.96,35.45,353960400,25586660,26848220,8.58,473227500,1000,,,NA,NA,3.2,1.08,1,32.9,32.9,8827043,1000000,7602.7,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,2.78,3.22
31 ,24.6,298353.9,0,449.4,87.3,1.018,8.198,13.082,3.186,0.856,6.351,0.513,0.184,0.87,0.99,0.954,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3951,298353.9,,33.8,33.75,33.8,33,,33.3,100.72,100.72,1220587,36456,33.3,33.8,33.8,33.75,33.8,33,36456,33.48,35.45,353960400,25586660,26848220,8.58,473227500,1000,,,NA,NA,3.29,1.11,1,33.8,33.8,8827043,1000000,7770.57,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,2.78,3.22
32 ,24.9,301884.8,0,454.7,88.3,1.018,8.198,13.196,3.214,0.864,6.277,0.513,0.184,0.87,0.99,0.965,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.395,301884.8,,34.25,34.2,34.3,33.55,,33.8,101.91,101.91,953316,28147,33.8,34.2,34.25,34.2,34.3,33.55,28147,33.87,35.45,353960400,25586660,26848220,8.58,473227500,1000,,,NA,NA,3.33,1.13,1,34.2,34.2,8827043,1000000,7772.13,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,2.78,3.22
33 ,23.8,288644.3,0,434.8,84.4,1.018,8.198,12.768,3.11,0.836,6.565,0.513,0.184,0.87,0.99,0.923,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.395,288644.3,,32.75,32.7,33.75,32.6,,33.5,97.44,97.44,1428787,43333,33.5,32.7,32.75,32.7,33.75,32.6,43333,32.97,35.45,353960400,25586660,26848220,8.58,473227500,1000,,,NA,NA,3.18,1.08,1,32.7,32.7,8827043,1000000,7598.72,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,2.78,3.22
34 ,22.89,277610.4,0,418.2,81.2,1.018,8.198,12.412,3.023,0.812,6.826,0.513,0.184,0.87,0.99,0.887,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3951,277610.4,,31.5,31.45,32.6,31.2,,32.6,93.71,93.71,2435192,76612,32.6,31.45,31.5,31.45,32.6,31.2,76612,31.79,35.45,353960400,25586660,26848220,8.58,473227500,1000,,,NA,NA,3.06,1.04,1,31.45,31.45,8827043,1000000,7585.3,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,2.78,3.22
35 ,22.46,272314.2,0,410.2,79.7,1.018,8.198,12.241,2.981,0.801,6.958,0.513,0.184,0.87,0.99,0.87,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3951,272314.2,,30.9,30.85,31,30,,31,91.93,91.93,3405945,111601,31,30.85,30.9,30.85,31,30,111601,30.52,35.45,353960400,25586660,26848220,8.58,473227500,1000,,,NA,NA,3,1.02,1,30.85,30.85,8827043,1000000,7559.16,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,2.78,3.22
36 ,22.13,268342.1,0,404.2,78.5,1.595,10.949,10.132,2.924,0.781,-0.145,0.523,0.174,0.72,0.85,0.848,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3952,268342.1,,30.45,30.4,31.45,30.4,,30.85,90.59,90.59,1784962,57900,30.85,30.4,30.45,30.4,31.45,30.4,57900,30.83,35.84,385256400,30490800,32333010,9.78,480611800,1000,,,NA,NA,2.96,1,1,30.4,30.4,8827043,1000000,7424.43,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.46,3.42
37 ,21.87,265252.5,0,399.5,77.6,1.595,10.949,10.048,2.9,0.774,-0.147,0.523,0.174,0.72,0.85,0.838,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3955,265252.5,,30.1,30.05,30.4,29.5,,29.6,89.54,89.54,2095043,69969,29.6,30.05,30.1,30.05,30.4,29.5,69969,29.94,35.84,385256400,30490800,32333010,9.78,480611800,1000,,,NA,NA,2.93,0.99,1,30.05,30.05,8827043,1000000,7237.71,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.46,3.42
38 ,22.42,271872.8,0,409.5,79.5,1.595,10.949,10.227,2.952,0.788,-0.143,0.523,0.174,0.72,0.85,0.859,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3959,271872.8,,30.8,30.75,30.9,30.4,,30.8,91.78,91.78,779048,25380,30.8,30.8,30.8,30.75,30.9,30.4,25380,30.69,35.84,385256400,30490800,32333010,9.78,480611800,1000,,,NA,NA,3,1.01,1,30.8,30.8,8827043,1000000,7322.73,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.46,3.42
39 ,21.69,263045.8,0,396.2,77,1.595,10.949,9.989,2.883,0.77,-0.148,0.523,0.174,0.72,0.85,0.831,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3965,263045.8,,29.85,29.8,30.5,29,,30.5,88.8,88.8,2042316,68924,30.5,29.8,29.85,29.8,30.5,29,68924,29.63,35.84,385256400,30490800,32333010,9.78,480611800,1000,,,NA,NA,2.9,0.98,1,29.8,29.8,8827043,1000000,7086.37,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.46,3.42
40 ,21.58,261721.8,0,394.2,76.6,1.595,10.949,9.953,2.873,0.767,-0.149,0.523,0.174,0.72,0.85,0.827,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.397,261721.8,,29.7,29.65,30.25,29.2,,30.25,88.35,88.35,1520742,51347,30.25,29.65,29.7,29.65,30.25,29.2,51347,29.62,35.84,385256400,30490800,32333010,9.78,480611800,1000,,,NA,NA,2.89,0.98,1,29.65,29.65,8827043,1000000,7167.35,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.46,3.42
41 ,22.09,267900.6,0,403.5,78.4,1.595,10.949,10.12,2.921,0.78,-0.146,0.523,0.174,0.72,0.85,0.847,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3974,267900.6,,30.35,30.3,30.5,29.7,,29.8,90.44,90.44,1038067,34476,29.8,30.35,30.35,30.3,30.5,29.7,34476,30.11,35.84,385256400,30490800,32333010,9.78,480611800,1000,,,NA,NA,2.96,1,1,30.35,30.35,8827043,1000000,7243.16,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.46,3.42
42 ,22.53,273196.9,0,411.5,79.9,1.595,10.949,10.263,2.962,0.791,-0.143,0.523,0.174,0.72,0.85,0.863,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3978,273196.9,,31,30.95,31.6,30.7,,31.1,92.22,92.22,1720862,55305,31.1,30.95,31,30.95,31.6,30.7,55305,31.12,35.84,385256400,30490800,32333010,9.78,480611800,1000,,,NA,NA,3.01,1.02,1,30.95,30.95,8827043,1000000,7295.32,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.46,3.42
43 ,22.89,277610.4,0,418.2,81.2,1.595,10.949,10.382,2.997,0.8,-0.14,0.523,0.174,0.72,0.85,0.877,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.398,277610.4,,31.45,31.4,31.45,30.8,,31.05,93.71,93.71,810349,26057,31.05,31.45,31.45,31.4,31.45,30.8,26057,31.1,35.84,385256400,30490800,32333010,9.78,480611800,1000,,,NA,NA,3.06,1.04,1,31.45,31.45,8827043,1000000,7373.98,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.46,3.42
44 ,22.53,273196.9,0,411.5,79.9,1.595,10.949,10.263,2.962,0.791,-0.143,0.523,0.174,0.72,0.85,0.863,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3983,273196.9,,31,30.95,31.3,30.7,,31.3,92.22,92.22,826028,26640,31.3,30.95,31,30.95,31.3,30.7,26640,31.01,35.84,385256400,30490800,32333010,9.78,480611800,1000,,,NA,NA,3.01,1.02,1,30.95,30.95,8827043,1000000,7289.33,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.46,3.42
45 ,21.77,263928.5,0,397.6,77.2,1.595,10.949,10.013,2.89,0.771,-0.148,0.523,0.174,0.72,0.85,0.834,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3987,263928.5,,29.95,29.9,30.75,29.65,,30.5,89.1,89.1,1151918,38136,30.5,29.9,29.95,29.9,30.75,29.65,38136,30.21,35.84,385256400,30490800,32333010,9.78,480611800,1000,,,NA,NA,2.91,0.98,1,29.9,29.9,8827043,1000000,7195.71,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.46,3.42
46 ,22.42,271872.8,0,409.5,79.5,1.595,10.949,10.227,2.952,0.788,-0.143,0.523,0.174,0.72,0.85,0.859,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3989,271872.8,,30.8,30.75,30.85,30.3,,30.4,91.78,91.78,1035215,33853,30.4,30.8,30.8,30.75,30.85,30.3,33853,30.58,35.84,385256400,30490800,32333010,9.78,480611800,1000,,,NA,NA,3,1.01,1,30.8,30.8,8827043,1000000,7360.28,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.46,3.42
47 ,22.35,270990.2,0,408.2,79.3,1.595,10.949,10.203,2.945,0.786,-0.144,0.523,0.174,0.72,0.85,0.857,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.399,270990.2,,30.75,30.7,31.1,30.7,,31.05,91.48,91.48,647246,20949,31.05,30.7,30.75,30.7,31.1,30.7,20949,30.9,35.84,385256400,30490800,32333010,9.78,480611800,1000,,,NA,NA,2.99,1.01,1,30.7,30.7,8827043,1000000,7344.59,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.46,3.42
48 ,21.58,261721.8,0,394.2,76.6,1.595,10.949,9.953,2.873,0.767,-0.149,0.523,0.174,0.72,0.85,0.827,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3991,261721.8,,29.7,29.65,29.85,29.1,,29.3,88.35,88.35,1472365,49934,29.3,29.65,29.7,29.65,29.85,29.1,49934,29.43,35.84,385256400,30490800,32333010,9.78,480611800,1000,,,NA,NA,2.89,0.98,1,29.65,29.65,8827043,1000000,7157.83,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.46,3.42
49 ,21.4,259515,0,390.9,75.9,1.595,10.949,9.893,2.856,0.762,-0.15,0.523,0.174,0.72,0.85,0.82,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3994,259515,,29.45,29.4,30.05,29.4,,29.65,87.61,87.61,1249450,42088,29.65,29.4,29.45,29.4,30.05,29.4,42088,29.69,35.84,385256400,30490800,32333010,9.78,480611800,1000,,,NA,NA,2.86,0.97,1,29.4,29.4,8827043,1000000,7151.99,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.46,3.42
